Zone,Company Type,Min Salary,Max Salary,Avg Salary,Experience,In School,Degree,Type
杭州市,0,10000,15000,12500,2,0,1,数据分析师
成都市,1,6000,8000,7000,1,0,2,数据分析师
西安市,1,4500,6000,5250,0,0,1,数据分析师
重庆市,1,8000,10000,9000,1,0,2,数据分析师
杭州市,1,15000,20000,17500,2,0,2,高级分析师
成都市,1,4875,6500,5687,0,0,1,数据分析师
重庆市,1,4000,5000,4500,1,0,1,数据分析师
南京市,1,15000,18000,16500,2,0,2,数据分析师
成都市,1,8000,10000,9000,2,0,1,数据分析师
重庆市,1,12500,25000,18750,1,0,3,数据工程师
西安市,1,4000,7000,5500,2,0,2,数据分析师
南京市,1,4500,7000,5750,0,0,2,数据分析师
重庆市,1,4500,7000,5750,0,0,1,数据分析师
重庆市,1,15000,25000,20000,3,0,2,数据分析师
西安市,1,4500,6500,5500,0,0,1,数据分析师
杭州市,1,15000,30000,22500,0,0,2,数据工程师
杭州市,1,10000,15000,12500,1,0,2,数据分析师
西安市,1,7000,10000,8500,2,0,2,高级分析师
成都市,1,8000,10000,9000,1,0,1,数据分析师
重庆市,0,25000,41666,33333,3,0,2,数据分析师
南京市,1,5000,8000,6500,0,0,2,数据分析师
成都市,1,4500,6000,5250,2,0,1,数据分析师
杭州市,1,15000,25000,20000,1,0,2,数据分析师
西安市,1,3000,4500,3750,0,0,1,数据分析师
重庆市,1,6000,10000,8000,2,0,2,数据分析师
南京市,1,10000,15000,12500,2,0,2,数据工程师
杭州市,1,8000,16000,12000,1,0,2,数据分析师
南京市,1,10000,15000,12500,2,0,1,数据工程师
成都市,1,3500,6000,4750,0,0,1,数据分析师
重庆市,1,4500,6000,5250,0,0,1,数据分析师
南京市,1,15000,20000,17500,2,0,2,数据分析师
西安市,1,4500,6000,5250,1,0,1,数据分析师
成都市,1,6000,10000,8000,1,0,1,数据分析师
重庆市,1,4000,9000,6500,1,0,2,数据分析师
西安市,1,6000,8000,7000,1,0,2,数据分析师
杭州市,0,6000,8000,7000,1,0,2,数据分析师
西安市,1,6000,8000,7000,0,0,1,数据分析师
杭州市,1,4500,6000,5250,1,0,2,数据分析师
重庆市,0,6666,10000,8333,1,0,2,数据工程师
西安市,1,8000,10000,9000,0,0,2,数据分析师
成都市,0,6000,8000,7000,1,0,2,数据分析师
南京市,1,10000,15000,12500,1,0,2,数据工程师
杭州市,1,10000,18000,14000,2,0,2,数据分析师
成都市,1,4000,7000,5500,2,0,1,数据分析师
西安市,1,3000,4000,3500,0,1,2,数据分析师
南京市,1,8000,14000,11000,1,0,2,数据工程师
南京市,0,10000,15000,12500,1,0,2,数据工程师
杭州市,1,10000,20000,15000,1,0,1,高级分析师
重庆市,1,9000,15000,12000,3,0,2,数据分析师
重庆市,1,4000,5000,4500,0,0,1,数据分析师
南京市,1,10000,15000,12500,0,0,3,数据分析师
重庆市,1,5000,8000,6500,2,0,2,数据分析师
成都市,1,6000,8000,7000,1,0,1,数据分析师
成都市,1,6000,11000,8500,1,0,1,数据分析师
重庆市,1,4000,6000,5000,1,0,1,数据分析师
西安市,0,4500,6000,5250,1,0,2,数据分析师
西安市,1,4000,5000,4500,1,0,1,数据分析师
西安市,1,8000,10000,9000,0,1,1,数据分析师
杭州市,1,4500,6000,5250,1,0,1,数据分析师
成都市,1,5000,8000,6500,1,0,1,数据分析师
重庆市,1,12500,16666,14583,1,0,3,数据工程师
南京市,0,6000,8000,7000,1,0,1,数据分析师
成都市,0,4500,6000,5250,1,0,1,数据分析师
西安市,1,6000,8000,7000,1,0,1,数据工程师
南京市,0,10000,15000,12500,1,0,2,数据工程师
杭州市,1,6000,9000,7500,1,0,2,数据分析师
南京市,1,5500,6500,6000,0,0,1,数据分析师
杭州市,1,4500,6000,5250,0,0,0,数据分析师
西安市,1,6000,8000,7000,1,0,2,数据分析师
杭州市,1,15000,20000,17500,3,0,1,数据分析师
重庆市,1,4500,6000,5250,0,0,1,数据分析师
南京市,1,4000,8000,6000,1,0,1,数据分析师
西安市,1,10000,20000,15000,1,0,2,数据分析师
成都市,1,5000,8000,6500,1,0,1,数据分析师
重庆市,1,5000,8000,6500,1,0,2,数据工程师
重庆市,1,5000,10000,7500,2,0,2,高级分析师
南京市,1,25000,30000,27500,3,0,3,数据工程师
杭州市,1,15000,20000,17500,1,0,2,数据分析师
成都市,1,2000,10000,6000,1,0,1,数据分析师
重庆市,1,4000,6000,5000,1,0,1,数据分析师
西安市,1,10000,20000,15000,1,0,2,数据工程师
西安市,1,6000,8000,7000,0,0,1,数据工程师
南京市,1,5000,10000,7500,1,0,1,数据工程师
成都市,1,3000,4500,3750,0,0,1,数据分析师
杭州市,1,6666,8333,7500,1,0,2,高级分析师
南京市,1,4500,6000,5250,1,0,1,数据分析师
重庆市,1,4500,6000,5250,0,0,1,数据分析师
杭州市,1,15000,20000,17500,2,0,2,数据分析师
西安市,1,5000,7000,6000,0,1,2,数据分析师
杭州市,1,12500,16666,14583,0,0,3,数据分析师
成都市,1,5000,8000,6500,2,0,1,数据分析师
南京市,1,9000,15000,12000,1,0,2,数据分析师
重庆市,1,4500,6000,5250,1,0,1,数据工程师
成都市,1,7000,20000,13500,2,0,2,数据分析师
西安市,0,6000,8000,7000,2,0,2,高级分析师
重庆市,1,7000,15000,11000,2,0,2,数据分析师
杭州市,1,8333,12500,10416,1,0,2,数据分析师
成都市,1,6000,10000,8000,2,0,2,数据分析师
重庆市,1,4500,8000,6250,1,0,1,数据分析师
苏州市,1,8333,12500,10416,2,0,2,数据工程师
西安市,1,4000,7500,5750,1,0,2,数据分析师
西安市,0,6000,8000,7000,0,0,1,数据分析师
西安市,0,4000,8000,6000,0,1,2,数据分析师
杭州市,1,15000,25000,20000,2,0,2,数据分析师
成都市,1,3200,5000,4100,0,0,1,数据分析师
杭州市,1,8000,20000,14000,1,0,2,数据分析师
南京市,1,4500,6000,5250,1,0,2,数据分析师
重庆市,1,6000,10000,8000,0,0,2,数据分析师
重庆市,1,10000,20000,15000,2,0,2,数据分析师
南京市,0,15000,30000,22500,3,0,2,数据分析师
成都市,1,10000,15000,12500,2,0,2,数据工程师
重庆市,0,4000,6000,5000,1,0,2,数据分析师
杭州市,1,6000,8000,7000,1,0,2,数据分析师
西安市,1,6000,8000,7000,0,0,1,数据工程师
南京市,1,6000,8000,7000,0,0,2,数据分析师
成都市,0,8000,10000,9000,2,0,2,数据分析师
杭州市,1,8000,15000,11500,2,0,2,数据分析师
西安市,1,4000,8000,6000,1,0,2,数据分析师
西安市,1,6000,10000,8000,0,1,3,数据工程师
西安市,1,4500,6000,5250,1,0,1,数据分析师
南京市,1,10000,22000,16000,2,0,2,数据工程师
杭州市,1,5000,8000,6500,1,0,2,数据分析师
重庆市,1,4500,6000,5250,0,0,1,数据分析师
成都市,1,8000,13000,10500,2,0,1,数据分析师
南京市,1,9000,11000,10000,3,0,1,数据工程师
南京市,1,10000,13000,11500,1,0,2,数据分析师
重庆市,1,4000,7000,5500,1,0,1,数据分析师
杭州市,1,5000,7000,6000,0,0,2,数据分析师
重庆市,1,10000,15000,12500,3,0,2,数据工程师
苏州市,1,8333,12500,10416,1,0,2,数据分析师
成都市,1,4000,6000,5000,2,0,1,数据分析师
杭州市,1,10000,15000,12500,2,0,2,数据分析师
成都市,0,6000,9000,7500,1,0,2,数据分析师
西安市,1,6000,8000,7000,0,0,1,数据工程师
西安市,1,6000,8000,7000,0,0,1,数据分析师
重庆市,1,3000,4000,3500,0,0,1,数据分析师
杭州市,1,12000,18000,15000,2,0,3,数据分析师
南京市,1,8000,10000,9000,1,0,2,数据工程师
南京市,1,20000,25000,22500,3,0,2,高级分析师
杭州市,1,15000,20000,17500,2,0,2,数据分析师
成都市,1,8000,10000,9000,1,0,2,数据分析师
西安市,1,3000,4500,3750,0,0,1,数据分析师
南京市,1,6000,8000,7000,1,0,1,数据分析师
成都市,1,6000,11000,8500,0,0,2,数据工程师
南京市,1,7000,14000,10500,2,0,1,数据分析师
杭州市,1,12500,16666,14583,2,0,2,数据工程师
杭州市,1,13000,20000,16500,2,0,1,数据分析师
重庆市,1,4500,6000,5250,0,1,1,数据分析师
西安市,1,10000,15000,12500,3,0,2,数据分析师
南京市,1,7000,9000,8000,1,0,1,数据分析师
成都市,1,4000,6000,5000,2,0,1,数据分析师
南京市,1,4500,6000,5250,1,0,2,数据分析师
成都市,1,10000,15000,12500,2,0,2,数据分析师
西安市,1,4000,7000,5500,0,1,2,数据分析师
杭州市,0,7041,10291,8666,1,0,1,数据分析师
杭州市,1,10000,20000,15000,2,0,2,数据分析师
南京市,1,8000,10000,9000,1,0,3,数据工程师
成都市,1,5000,10000,7500,1,0,2,数据工程师
成都市,1,6000,10000,8000,1,0,2,数据分析师
南京市,1,6000,11000,8500,1,0,2,数据分析师
杭州市,1,15000,30000,22500,2,0,2,高级分析师
杭州市,1,10000,15000,12500,2,0,2,数据分析师
重庆市,1,6000,8000,7000,0,1,2,数据分析师
成都市,1,5000,8000,6500,1,0,2,数据分析师
南京市,1,6000,8000,7000,1,0,2,数据分析师
南京市,1,7000,12000,9500,1,0,2,数据分析师
成都市,1,6000,8000,7000,2,0,1,数据分析师
杭州市,1,10000,20000,15000,2,0,2,数据分析师
杭州市,1,8000,15000,11500,1,0,2,数据分析师
成都市,0,5000,10000,7500,2,0,2,数据分析师
南京市,1,6000,8000,7000,1,0,1,数据分析师
成都市,1,8000,10000,9000,2,0,2,数据分析师
南京市,1,18000,25000,21500,2,0,2,数据分析师
西安市,1,5000,10000,7500,0,0,1,数据分析师
杭州市,0,8333,10000,9166,1,0,2,数据分析师
南京市,1,20000,30000,25000,3,0,2,数据分析师
杭州市,1,4500,6000,5250,0,0,1,数据分析师
成都市,1,4500,6000,5250,1,0,1,数据分析师
成都市,1,7000,14000,10500,2,0,2,数据分析师
北京市,1,6000,8000,7000,2,0,2,数据分析师
杭州市,1,6000,8000,7000,1,0,1,数据分析师
成都市,1,6000,10000,8000,2,0,2,数据分析师
南京市,1,4500,6000,5250,1,0,2,数据分析师
西安市,1,5000,7000,6000,0,0,2,数据分析师
南京市,0,7000,10000,8500,1,0,2,数据分析师
杭州市,1,7000,9000,8000,2,0,1,数据分析师
杭州市,1,8000,10000,9000,1,0,1,数据分析师
南京市,1,6000,8000,7000,1,0,2,数据工程师
成都市,1,6000,10000,8000,1,0,2,数据分析师
成都市,1,4000,6000,5000,1,0,1,数据分析师
成都市,1,4500,8000,6250,2,0,1,数据分析师
西安市,1,5000,10000,7500,2,0,2,数据分析师
杭州市,1,13000,26000,19500,3,0,2,高级分析师
杭州市,1,18000,30000,24000,2,0,2,高级分析师
成都市,1,10000,15000,12500,1,0,2,高级分析师
南京市,1,8000,10000,9000,1,0,2,高级分析师
杭州市,1,10000,15000,12500,2,0,3,数据分析师
成都市,1,8000,12000,10000,1,0,2,数据分析师
成都市,0,6000,8000,7000,2,0,1,数据分析师
成都市,1,10000,18000,14000,1,0,2,数据分析师
杭州市,1,10000,15000,12500,2,0,2,数据工程师
杭州市,1,21000,35000,28000,2,0,4,数据分析师
南京市,0,10000,15000,12500,2,0,2,数据分析师
杭州市,1,6000,8000,7000,1,0,1,数据分析师
成都市,1,4500,6000,5250,1,0,1,数据分析师
杭州市,1,18000,25000,21500,3,0,2,数据分析师
杭州市,1,6000,8000,7000,1,0,0,数据分析师
南京市,0,7000,9000,8000,1,0,1,数据分析师
成都市,1,8000,10000,9000,2,0,2,数据分析师
杭州市,1,6000,8000,7000,1,0,2,数据分析师
成都市,1,5000,10000,7500,0,0,0,数据分析师
杭州市,1,8000,12000,10000,1,0,3,数据工程师
成都市,1,5000,10000,7500,0,0,0,数据分析师
成都市,1,3000,6000,4500,0,0,1,数据分析师
杭州市,1,30000,60000,45000,3,0,3,数据分析师
杭州市,1,15000,30000,22500,2,0,2,高级分析师
成都市,1,5000,10000,7500,0,0,0,数据分析师
杭州市,1,3000,4000,3500,0,1,2,数据分析师
成都市,0,5000,7000,6000,0,0,1,数据分析师
杭州市,0,9000,14000,11500,1,0,2,数据分析师
成都市,1,6000,8000,7000,0,0,0,数据分析师
杭州市,1,6000,12000,9000,0,1,2,数据分析师
杭州市,1,35000,40000,37500,3,0,2,数据分析师
成都市,1,6000,8000,7000,0,0,1,数据分析师
成都市,0,5000,7000,6000,0,0,1,数据分析师
杭州市,1,8000,10000,9000,0,1,2,数据工程师
成都市,1,4000,9000,6500,0,1,2,数据分析师
成都市,1,8000,10000,9000,0,0,0,数据分析师
成都市,1,15000,20000,17500,3,0,1,数据分析师
杭州市,1,8333,12500,10416,1,0,2,数据工程师
成都市,1,5000,10000,7500,0,0,0,数据分析师
成都市,1,4000,9000,6500,0,1,2,数据分析师
杭州市,1,3000,4500,3750,0,1,1,数据分析师
成都市,1,8000,10000,9000,0,0,0,数据分析师
成都市,1,10000,15000,12500,2,0,1,数据分析师
杭州市,0,10000,20000,15000,3,0,2,数据分析师
成都市,1,5000,10000,7500,0,0,0,数据分析师
杭州市,1,6000,8000,7000,0,1,2,数据分析师
成都市,1,8000,10000,9000,0,0,0,数据分析师
成都市,1,5000,7000,6000,1,0,1,数据分析师
杭州市,1,150000,250000,200000,2,0,2,数据分析师
成都市,0,4000,6000,5000,1,0,1,数据分析师
杭州市,0,6666,8333,7500,1,0,2,数据分析师
成都市,1,8000,10000,9000,0,0,0,数据分析师
成都市,0,4000,5000,4500,0,1,2,数据分析师
成都市,1,4000,6000,5000,0,0,1,数据分析师
成都市,1,5000,10000,7500,0,0,0,数据分析师
杭州市,1,8000,10000,9000,1,0,2,数据分析师
杭州市,1,1500,2000,1750,2,0,2,数据分析师
成都市,1,4500,6000,5250,0,0,0,数据分析师
杭州市,1,3000,5000,4000,0,0,1,数据分析师
成都市,1,5000,10000,7500,0,0,0,数据分析师
成都市,1,4000,7000,5500,0,0,1,数据分析师
杭州市,1,33000,37000,35000,3,0,2,高级分析师
成都市,0,8000,10000,9000,2,0,2,高级分析师
成都市,1,4500,6000,5250,0,0,1,数据分析师
成都市,1,4000,7000,5500,0,0,1,数据分析师
合肥市,1,6000,8000,7000,1,0,2,数据分析师
杭州市,1,15000,25000,20000,2,0,2,数据分析师
成都市,0,5000,8000,6500,2,0,2,数据分析师
成都市,1,4500,6000,5250,0,0,1,数据分析师
成都市,1,4000,8000,6000,0,0,1,数据分析师
杭州市,1,10000,15000,12500,1,0,2,数据分析师
杭州市,0,16666,25000,20833,2,0,2,数据分析师
成都市,0,5000,8000,6500,2,0,2,高级分析师
成都市,1,6000,8000,7000,0,0,1,数据分析师
杭州市,0,180000,300000,240000,1,0,2,数据分析师
杭州市,1,15000,25000,20000,2,0,2,数据分析师
成都市,1,3000,6000,4500,0,0,1,数据分析师
成都市,0,4500,6000,5250,1,0,2,数据分析师
成都市,1,4000,15000,9500,2,0,2,数据工程师
杭州市,1,15000,25000,20000,2,0,2,数据分析师
成都市,1,5500,7000,6250,0,0,0,数据分析师
成都市,1,7000,13000,10000,1,0,2,数据分析师
杭州市,1,1500,1500,1500,1,0,2,数据分析师
成都市,1,10000,15000,12500,2,0,2,数据工程师
杭州市,1,40000,80000,60000,2,0,2,高级分析师
杭州市,1,8000,11000,9500,2,0,2,数据分析师
成都市,0,6000,8000,7000,0,0,0,数据分析师
杭州市,1,1500,2000,1750,0,1,2,数据分析师
成都市,1,5000,10000,7500,1,0,2,数据分析师
成都市,1,6000,11000,8500,1,0,2,数据分析师
杭州市,1,20000,40000,30000,0,0,2,数据分析师
杭州市,1,20000,40000,30000,3,0,2,数据分析师
成都市,1,4000,7000,5500,0,0,1,数据分析师
成都市,1,6000,8000,7000,0,0,1,数据分析师
成都市,1,4000,6000,5000,0,0,1,数据分析师
杭州市,1,7000,10000,8500,1,0,2,数据分析师
成都市,1,4000,7000,5500,0,0,1,数据分析师
杭州市,1,12000,15000,13500,1,0,2,数据工程师
成都市,1,6000,8000,7000,0,0,1,数据分析师
成都市,1,8333,12500,10416,0,0,2,数据分析师
杭州市,1,5000,7000,6000,0,0,1,数据分析师
杭州市,1,20000,40000,30000,3,0,2,数据分析师
成都市,1,6000,8000,7000,0,0,0,数据分析师
成都市,0,4000,7000,5500,0,0,1,数据分析师
成都市,1,10000,20000,15000,2,0,2,数据分析师
杭州市,1,5000,6000,5500,0,0,1,数据分析师
杭州市,1,8333,12500,10416,1,0,2,数据分析师
成都市,1,6000,8000,7000,0,0,0,数据分析师
成都市,0,4000,7000,5500,0,0,1,数据分析师
杭州市,1,5000,6000,5500,0,0,1,数据分析师
杭州市,1,8333,12500,10416,1,0,2,数据分析师
成都市,1,6000,8000,7000,1,0,0,数据分析师
成都市,1,8333,12500,10416,0,0,2,数据分析师
成都市,0,4000,7000,5500,0,0,1,数据分析师
杭州市,1,4500,6000,5250,0,0,1,数据分析师
杭州市,1,12000,20000,16000,2,0,2,数据分析师
成都市,1,16666,25000,20833,2,0,2,数据分析师
成都市,1,6000,8000,7000,0,0,0,数据分析师
杭州市,1,6000,8000,7000,0,0,1,数据分析师
成都市,1,6000,8000,7000,0,0,0,数据分析师
成都市,1,8333,12500,10416,0,0,2,数据分析师
杭州市,1,10000,15000,12500,1,0,2,数据工程师
成都市,1,4500,6000,5250,1,0,1,数据分析师
成都市,1,4000,7000,5500,0,0,1,数据分析师
杭州市,1,20000,25000,22500,3,0,2,数据工程师
成都市,1,5000,8000,6500,1,0,0,数据分析师
杭州市,1,15000,20000,17500,2,0,2,高级分析师
成都市,1,4500,6000,5250,1,0,0,数据分析师
成都市,1,4500,6000,5250,0,0,1,数据分析师
杭州市,1,10000,15000,12500,2,0,3,数据工程师
成都市,1,4500,6000,5250,0,0,1,数据分析师
杭州市,1,15000,25000,20000,1,0,3,数据分析师
成都市,1,6000,8000,7000,0,0,0,数据分析师
成都市,1,6000,8000,7000,0,0,0,数据分析师
杭州市,1,10000,15000,12500,2,0,2,数据分析师
成都市,1,4500,6000,5250,0,0,1,数据分析师
杭州市,1,20000,30000,25000,2,0,3,数据分析师
成都市,1,6000,8000,7000,0,0,1,数据分析师
杭州市,0,4500,6000,5250,0,0,2,数据分析师
成都市,1,8000,10000,9000,0,0,0,数据分析师
成都市,1,4000,7000,5500,0,0,1,数据分析师
杭州市,1,15000,21000,18000,1,0,3,数据工程师
成都市,0,6000,12000,9000,0,0,0,数据分析师
成都市,1,8000,10000,9000,1,0,2,数据分析师
杭州市,1,15000,20000,17500,3,0,2,数据分析师
杭州市,1,18000,30000,24000,3,0,2,数据分析师
成都市,1,4000,5000,4500,0,0,1,数据分析师
成都市,1,6000,8000,7000,0,0,0,数据分析师
成都市,0,5000,10000,7500,0,0,0,数据分析师
杭州市,1,14000,25000,19500,2,0,1,数据分析师
杭州市,1,7000,14000,10500,1,0,1,数据分析师
成都市,1,4000,8000,6000,0,0,1,数据分析师
成都市,1,10000,12000,11000,0,1,2,数据分析师
成都市,1,5000,10000,7500,1,0,1,数据分析师
杭州市,1,7000,12000,9500,1,0,1,数据分析师
杭州市,1,15000,22000,18500,1,0,2,数据分析师
成都市,1,4000,8000,6000,0,0,1,数据分析师
北京市,1,10000,15000,12500,0,1,2,数据分析师
成都市,1,4500,6000,5250,0,0,1,数据分析师
杭州市,1,7000,14000,10500,1,0,1,数据分析师
杭州市,1,8000,15000,11500,1,0,2,数据工程师
成都市,1,4000,7000,5500,0,1,2,数据分析师
成都市,1,6000,8000,7000,0,0,1,数据分析师
杭州市,1,5000,8000,6500,1,0,1,数据分析师
成都市,1,10000,20000,15000,0,0,0,数据分析师
成都市,1,6000,10000,8000,0,1,1,数据分析师
成都市,1,15000,20000,17500,1,0,2,高级分析师
杭州市,1,5000,8000,6500,0,0,2,数据分析师
成都市,1,8000,20000,14000,0,0,0,数据分析师
杭州市,1,5000,8000,6500,0,0,2,数据工程师
成都市,1,3000,4000,3500,0,1,1,数据分析师
杭州市,1,8000,20000,14000,0,0,2,数据工程师
成都市,1,8000,13000,10500,0,0,0,数据分析师
杭州市,1,15000,18000,16500,3,0,1,数据工程师
成都市,1,3000,4500,3750,0,1,1,数据分析师
杭州市,1,15000,20000,17500,3,0,1,数据分析师
成都市,1,10000,15000,12500,0,0,0,数据分析师
杭州市,1,6000,8000,7000,1,0,1,数据工程师
成都市,0,8000,10000,9000,0,0,0,数据分析师
成都市,1,3000,4500,3750,0,1,2,数据分析师
成都市,1,10000,15000,12500,0,0,0,数据分析师
成都市,1,6000,8000,7000,1,0,2,数据分析师
杭州市,1,20000,40000,30000,3,0,2,数据分析师
杭州市,1,10000,20000,15000,2,0,2,高级分析师
成都市,1,5500,6000,5750,0,1,2,数据分析师
成都市,1,10000,15000,12500,0,0,0,数据分析师
成都市,1,4500,6000,5250,0,0,0,数据分析师
杭州市,1,6000,8000,7000,0,0,3,数据分析师
杭州市,1,16666,25000,20833,2,0,2,数据分析师
成都市,1,3500,5000,4250,0,1,2,数据工程师
成都市,1,10000,15000,12500,0,0,0,数据分析师
成都市,1,4500,6000,5250,0,0,0,数据分析师
杭州市,1,5000,7000,6000,0,1,1,数据分析师
成都市,1,10000,15000,12500,0,0,0,数据分析师
杭州市,1,6000,8000,7000,1,0,1,数据分析师
成都市,1,5000,8000,6500,0,1,3,数据分析师
成都市,1,4500,6000,5250,0,0,0,数据分析师
杭州市,1,5000,10000,7500,0,1,3,数据分析师
成都市,1,10000,15000,12500,0,0,0,数据分析师
成都市,1,3000,4000,3500,0,1,0,数据分析师
成都市,1,3000,4500,3750,0,0,0,数据分析师
杭州市,0,3000,4500,3750,0,1,2,数据分析师
杭州市,1,8333,12500,10416,1,0,1,数据分析师
成都市,1,12000,16000,14000,0,0,0,数据分析师
成都市,1,6000,8000,7000,0,1,2,数据分析师
杭州市,1,10000,15000,12500,1,0,2,数据分析师
杭州市,1,6000,8000,7000,0,1,2,数据分析师
成都市,1,6000,8000,7000,0,0,0,数据分析师
成都市,1,4000,4500,4250,0,1,1,数据分析师
成都市,1,10000,15000,12500,0,0,0,数据分析师
成都市,1,4500,6000,5250,0,0,0,数据分析师
杭州市,1,7000,10000,8500,0,1,2,数据分析师
成都市,1,10000,15000,12500,0,0,0,数据分析师
成都市,0,5000,6000,5500,0,1,3,数据分析师
杭州市,1,20000,25000,22500,3,0,2,数据工程师
成都市,1,4500,6000,5250,0,0,0,数据分析师
成都市,1,10000,15000,12500,0,0,0,数据分析师
成都市,0,4000,5000,4500,0,1,2,数据分析师
成都市,1,4500,6000,5250,0,0,0,数据分析师
杭州市,1,13000,25000,19000,2,0,2,数据分析师
成都市,1,10000,15000,12500,0,0,0,数据分析师
成都市,1,3000,6000,4500,0,1,1,数据分析师
杭州市,0,10000,15000,12500,0,1,2,数据分析师
成都市,1,4500,6000,5250,0,0,0,数据分析师
杭州市,1,15000,20000,17500,3,0,2,数据分析师
成都市,1,8000,10000,9000,0,1,2,数据分析师
成都市,1,10000,15000,12500,0,0,0,数据分析师
杭州市,1,4000,8000,6000,0,1,1,数据分析师
成都市,1,4500,6000,5250,0,0,0,数据分析师
杭州市,1,15000,21000,18000,1,0,3,数据工程师
成都市,1,3500,5000,4250,0,1,1,数据分析师
成都市,1,5000,20000,12500,0,0,2,数据分析师
杭州市,1,3600,3600,3600,0,1,2,数据分析师
成都市,1,4500,6000,5250,0,0,0,数据分析师
成都市,1,3500,5000,4250,0,1,1,数据分析师
成都市,1,10000,15000,12500,0,0,2,数据分析师
杭州市,1,7000,9000,8000,1,0,1,数据分析师
杭州市,1,5000,8000,6500,0,1,2,数据分析师
成都市,1,4500,6000,5250,0,0,0,数据分析师
成都市,1,10000,15000,12500,0,1,2,数据分析师
成都市,1,6000,8000,7000,1,0,2,数据分析师
宁波市,1,8000,10000,9000,0,0,2,数据分析师
杭州市,1,4000,6000,5000,0,1,2,数据分析师
成都市,1,4000,10000,7000,0,1,2,数据工程师
成都市,1,4500,6000,5250,0,0,0,数据分析师
成都市,0,5000,7000,6000,0,0,1,数据分析师
杭州市,0,10000,12500,11250,1,0,2,数据分析师
成都市,1,6000,8000,7000,0,1,1,数据分析师
杭州市,1,11000,15000,13000,0,1,2,数据分析师
成都市,1,4500,6000,5250,0,0,0,数据分析师
成都市,0,5000,7000,6000,0,0,1,数据分析师
成都市,1,4000,9000,6500,0,1,2,数据分析师
杭州市,1,8000,15000,11500,2,0,1,数据分析师
杭州市,1,4500,6000,5250,0,1,1,数据分析师
成都市,1,8000,10000,9000,0,0,0,数据分析师
成都市,1,4000,9000,6500,0,1,2,数据分析师
杭州市,1,25000,50000,37500,3,0,2,数据工程师
杭州市,1,6000,8000,7000,0,1,2,数据工程师
成都市,1,8000,10000,9000,0,0,0,数据分析师
成都市,1,4000,9000,6500,0,1,2,数据分析师
成都市,1,8000,10000,9000,0,0,0,数据分析师
成都市,1,4000,9000,6500,0,1,2,数据分析师
成都市,1,10000,15000,12500,0,0,0,数据分析师
宁波市,1,10000,14000,12000,1,0,2,数据分析师
天津市,1,8000,12000,10000,1,0,2,数据工程师
昆明市,1,6000,8000,7000,2,0,1,数据分析师
大连市,1,8000,10000,9000,2,0,2,数据分析师
长沙市,1,8000,12000,10000,2,0,2,数据分析师
沈阳市,1,5000,10000,7500,1,0,1,数据分析师
东莞市,1,7000,10000,8500,1,0,1,数据分析师
大连市,0,16250,27083,21666,2,0,1,数据分析师
合肥市,1,8000,10000,9000,0,0,1,数据分析师
郑州市,0,4000,8000,6000,1,0,1,数据分析师
沈阳市,1,4000,6000,5000,1,0,2,数据分析师
宁波市,1,13000,18000,15500,1,0,2,数据分析师
天津市,1,6000,12000,9000,0,0,1,数据分析师
天津市,1,10000,15000,12500,2,0,2,数据分析师
苏州市,1,6000,10000,8000,0,0,3,数据分析师
昆明市,1,6000,10000,8000,2,0,2,数据分析师
天津市,1,6000,12000,9000,0,0,1,数据分析师
大连市,1,6000,8000,7000,0,0,1,数据分析师
合肥市,1,10000,15000,12500,1,0,2,数据分析师
沈阳市,0,3000,5000,4000,1,0,1,数据分析师
沈阳市,1,5000,8000,6500,0,0,2,数据分析师
宁波市,0,6000,8000,7000,1,0,2,数据分析师
天津市,1,8000,15000,11500,2,0,2,数据分析师
郑州市,1,5000,7000,6000,1,0,1,数据分析师
郑州市,1,6666,8333,7500,1,0,2,数据分析师
宁波市,1,8000,10000,9000,0,0,2,数据分析师
天津市,1,6000,12000,9000,0,0,2,数据分析师
长沙市,1,10000,15000,12500,2,0,2,数据分析师
东莞市,1,8000,15000,11500,1,0,1,数据分析师
长沙市,1,8000,10000,9000,1,0,1,数据分析师
郑州市,1,4500,6000,5250,0,0,1,数据分析师
郑州市,1,5000,8000,6500,0,0,1,数据分析师
东莞市,1,5000,7000,6000,1,0,1,数据分析师
合肥市,1,15000,30000,22500,3,0,2,高级分析师
沈阳市,1,2000,3000,2500,0,0,0,数据分析师
昆明市,1,6000,8000,7000,1,0,2,数据分析师
长沙市,1,20000,40000,30000,3,0,3,数据分析师
昆明市,1,4500,6000,5250,1,0,1,数据分析师
昆明市,1,4500,6000,5250,2,0,2,数据分析师
东莞市,1,15000,20000,17500,2,0,1,数据分析师
大连市,0,7000,10500,8750,2,0,2,数据分析师
苏州市,0,8000,15000,11500,2,0,2,数据分析师
天津市,0,5000,9000,7000,2,0,2,数据分析师
沈阳市,1,4500,6000,5250,0,0,1,数据分析师
郑州市,1,3000,5000,4000,1,0,1,数据分析师
合肥市,1,4000,6000,5000,1,0,1,数据分析师
宁波市,1,6000,8000,7000,0,1,2,数据工程师
宁波市,1,6666,8333,7500,0,0,2,数据分析师
沈阳市,1,3500,5500,4500,1,0,1,数据分析师
昆明市,0,10000,20000,15000,2,0,2,数据分析师
合肥市,1,15000,20000,17500,2,0,2,数据分析师
大连市,1,6000,10000,8000,1,0,2,数据分析师
宁波市,0,10000,18333,14166,1,0,2,数据分析师
