url,title,area,salary,company_type,requirements,company_name
https://msearch.51job.com/jobs/shanghai/129630548.html?jobtype=0_0&rc=03,数据分析师,上海,1-1.5万/月,民营公司,本科 | 3-4年,上海美华系统有限公司
https://msearch.51job.com/jobs/shanghai/115385053.html?jobtype=0_0&rc=03,游戏运营-数据分析师,上海-徐汇区,1-2万/月,民营公司,本科 | 2年,上海成蹊信息科技有限公司
https://msearch.51job.com/jobs/dalian/132889117.html?jobtype=0_0&rc=03,数据可视化工程师,大连,0.8-1万/月,外资（欧美）,本科 | 3-4年,安永全球商务服务（大连）有限公司
https://msearch.51job.com/jobs/dalian/125493838.html?jobtype=0_0&rc=03,淘宝天猫运营助理数据分析,大连-中山区,4-8千/月,民营公司,本科 | 2年,大连玛雅蓝科技有限公司
https://msearch.51job.com/jobs/dalian/130337511.html?jobtype=0_0&rc=03,日语翻译+高薪稳定+六险一金+8k+,大连-高新园区,0.8-1万/月,民营公司,无需经验,大连如是云科技技术有限公司
https://msearch.51job.com/jobs/dalian/130057482.html?jobtype=0_0&rc=03,超高薪日语callcenter+六险一金,大连-高新园区,0.8-1万/月,民营公司,无需经验,大连如是云科技技术有限公司
https://msearch.51job.com/jobs/dalian/128720049.html?jobtype=0_0&rc=03,实习生-市场数据分析专员,大连-中山区,3-4.5千/月,民营公司,本科 | 在校生/应届生,温州力能电器科技有限公司大连分公司
https://msearch.51job.com/jobs/guangzhou/125151157.html?jobtype=0_0&rc=03,高级大数据分析师,广州-黄埔区,1-2万/月,民营公司,本科 | 5-7年,广东华智科技有限公司
https://msearch.51job.com/jobs/guangzhou/130731072.html?jobtype=0_0&rc=03,数据分析师,广州-天河区,0.9-1.1万/月,民营公司,本科 | 2年,广州讯鸿网络技术有限公司
https://msearch.51job.com/jobs/guangzhou/132853657.html?jobtype=0_0&rc=03,数据分析师,广州,0.8-1.5万/月,国企,本科 | 3-4年,广东省电信规划设计院有限公司
https://msearch.51job.com/jobs/guangzhou/132724524.html?jobtype=0_0&rc=03,大数据分析师,广州-天河区,0.6-1万/月,民营公司,本科 | 5-7年,广东源恒软件科技有限公司
https://msearch.51job.com/jobs/guangzhou/133519942.html?jobtype=0_0&rc=03,数据分析师,广州-天河区,6-8千/月,外资（非欧美）,本科 | 2年,PCCW 电讯盈科
https://msearch.51job.com/jobs/guangzhou/130883688.html?jobtype=0_0&rc=03,数据分析师,广州-天河区,0.8-1.5万/月,创业公司,大专 | 无需经验,广州帝诺科技有限公司
https://msearch.51job.com/jobs/guangzhou/132641869.html?jobtype=0_0&rc=03,数据分析师（直播业务）,广州-天河区,0.8-1.2万/月,民营公司,本科 | 2年,广州鸣拓盛世数字传媒有限公司
https://msearch.51job.com/jobs/guangzhou/129463906.html?jobtype=0_0&rc=03,寻找有趣的灵魂 数据分析师,广州-海珠区,0.8-1.2万/月,民营公司,大专 | 1年,知墨墨网
https://msearch.51job.com/jobs/guangzhou/130532662.html?jobtype=0_0&rc=03,电商高级数据分析师,广州-海珠区,1-2万/月,民营公司,本科 | 3-4年,广州哲品家居用品有限公司
https://msearch.51job.com/jobs/guangzhou/126557619.html?jobtype=0_0&rc=03,数据分析师,广州-番禺区,0.8-1.2万/月,上市公司,本科 | 1年,广东因赛品牌营销集团股份有限公司
https://msearch.51job.com/jobs/guangzhou/126899865.html?jobtype=0_0&rc=03,数据分析师,广州-天河区,0.9-1.2万/月,合资,本科 | 2年,深圳市德科信息技术有限公司
https://msearch.51job.com/jobs/guangzhou/124529989.html?jobtype=0_0&rc=03,数据分析师,广州-白云区,1-1.5万/月,民营公司,本科 | 2年,广东甜秘密寝具有限公司
https://msearch.51job.com/jobs/guangzhou/127739002.html?jobtype=0_0&rc=03,数据分析师,广州-海珠区,1.2-2.4万/月,创业公司,本科 | 5-7年,广州快批信息科技有限公司
https://msearch.51job.com/jobs/shenzhen/131341425.html?jobtype=0_0&rc=03,电商-数据分析师 (MJ003981),广州-番禺区,2.2-4万/月,民营公司,本科 | 3-4年,广州欢聚时代信息科技有限公司
https://msearch.51job.com/jobs/guangzhou/130334713.html?jobtype=0_0&rc=03,数据分析师,广州-天河区,1-1.5万/月,民营公司,大专 | 2年,广州市鸿森餐饮服务有限公司
https://msearch.51job.com/jobs/guangzhou/130809450.html?jobtype=0_0&rc=03,数据分析师,广州-天河区,1-1.5万/月,民营公司,本科 | 3-4年,植美村
https://msearch.51job.com/jobs/guangzhou/133293682.html?jobtype=0_0&rc=03,数据分析师（周末双休）,广州-天河区,0.5-1万/月,民营公司,大专 | 1年,广州云养邦互联科技有限公司
https://msearch.51job.com/jobs/guangzhou/130174812.html?jobtype=0_0&rc=03,数据分析师（需驻场南沙）,广州-南沙区,0.6-1.2万/月,民营公司,本科 | 1年,广州威尔森信息科技有限公司
https://msearch.51job.com/jobs/guangzhou/130430670.html?jobtype=0_0&rc=03,数据分析师,广州,0.8-1.2万/月,民营公司,本科 | 3-4年,广州欧博化妆品有限公司
https://msearch.51job.com/jobs/guangzhou/120071052.html?jobtype=0_0&rc=03,数据分析师,广州,0.8-1.2万/月,民营公司,本科 | 3-4年,广州谷雨生物科技有限公司
https://msearch.51job.com/jobs/guangzhou/128493225.html?jobtype=0_0&rc=03,数据分析师,广州-海珠区,1-1.5万/月,国企,本科 | 3-4年,广东胜通和科技服务有限公司
https://msearch.51job.com/jobs/guangzhou/131208940.html?jobtype=0_0&rc=03,数据分析师,广州-南沙区,0.6-1万/月,民营公司,本科 | 2年,和宇健康科技股份有限公司
https://msearch.51job.com/jobs/guangzhou/125055426.html?jobtype=0_0&rc=03,数据分析师,广州,0.8-1万/月,合资,本科 | 1年,广州九州塔苏斯展览有限公司
https://msearch.51job.com/jobs/guangzhou/133281808.html?jobtype=0_0&rc=03,数据分析师,广州-海珠区,0.6-1万/月,民营公司,大专 | 5-7年,广州乐佳儿服饰有限公司
https://msearch.51job.com/jobs/guangzhou/131355101.html?jobtype=0_0&rc=03,农业数据分析师,广州,0.9-1.2万/月,非营利组织,硕士 | 无需经验,广东省南方名牌农产品推进中心
https://msearch.51job.com/jobs/guangzhou/128872738.html?jobtype=0_0&rc=03,算法优化数据分析师（内容运营）,广州-番禺区,6-9千/月,民营公司,大专 | 3-4年,广东保椿生活科技有限公司
https://msearch.51job.com/jobs/guangzhou/128410270.html?jobtype=0_0&rc=03,主数据分析师,广州-越秀区,1.5-2.5万/月,民营公司,本科 | 3-4年,时代邻里集团
https://msearch.51job.com/jobs/guangzhou/103086443.html?jobtype=0_0&rc=03,数据分析师,广州,0.8-1万/月,民营公司,本科 | 1年,广东高捷航运物流有限公司
https://msearch.51job.com/jobs/guangzhou/128345419.html?jobtype=0_0&rc=03,数据分析师/BI分析师,广州-天河区,1-1.5万/月,民营公司,本科 | 1年,广东良策房屋科技有限公司
https://msearch.51job.com/jobs/guangzhou/129900350.html?jobtype=0_0&rc=03,数据分析师,广州-天河区,0.6-1.2万/月,民营公司,大专 | 1年,广州市幸福网络技术有限公司
https://msearch.51job.com/jobs/guangzhou/133517320.html?jobtype=0_0&rc=03,数据分析师,广州-越秀区,6-8千/月,民营公司,本科 | 1年,广东省畅想云科技产业控股有限公司
https://msearch.51job.com/jobs/guangzhou/131312141.html?jobtype=0_1&rc=03,数据分析师,东莞,0.8-1万/月,推广民营公司,本科 | 1年,东莞博益互联科技有限公司
https://msearch.51job.com/jobs/guangzhou/125203199.html?jobtype=0_0&rc=03,数据分析师（抖音渠道）,广州-海珠区,0.8-1万/月,民营公司,大专 | 2年,美尚(广州)化妆品股份有限公司
https://msearch.51job.com/jobs/guangzhou/126680534.html?jobtype=0_0&rc=03,数据分析师,广州-海珠区,1.2-1.8万/月,民营公司,本科 | 1年,广州速道信息科技有限公司
https://msearch.51job.com/jobs/guangzhou/132606746.html?jobtype=0_0&rc=03,数据分析师,广州-白云区,0.8-1万/月,民营公司,大专 | 3-4年,广州熠诚餐饮管理有限公司
https://msearch.51job.com/jobs/guangzhou/127393150.html?jobtype=0_0&rc=03,（双休）数据分析师 10k起,广州-天河区,1-1.5万/月,民营公司,大专 | 1年,广州优品数据科技有限公司
https://msearch.51job.com/jobs/guangzhou/133138823.html?jobtype=0_0&rc=03,Junior Data Analyst初级数据分析师,广州,6-9千/月,外资（非欧美）,大专 | 2年,以星综合航运（中国）有限公司广州分公司
https://msearch.51job.com/jobs/guangzhou/115603977.html?jobtype=0_0&rc=03,数据分析师,广州-海珠区,4.5-6千/月,民营公司,,广州市集群车宝汽车服务连锁有限公司
https://msearch.51job.com/jobs/guangzhou/126377734.html?jobtype=0_0&rc=03,数据分析师（销售策略）,广州-番禺区,1-1.5万/月,上市公司,本科 | 3-4年,百度呼叫中心
https://msearch.51job.com/jobs/guangzhou/129646363.html?jobtype=0_0&rc=03,数据分析师,广州-越秀区,0.6-1万/月,民营公司,本科 | 1年,广州唐絮服饰有限公司
https://msearch.51job.com/jobs/guangzhou/132303055.html?jobtype=0_0&rc=03,BA商业分析师/数据分析师,广州-海珠区,0.8-1万/月,民营公司,本科 | 2年,广州瀚翼扬电子商务有限公司
https://msearch.51job.com/jobs/guangzhou/130499866.html?jobtype=0_0&rc=03,数据分析师,广州-海珠区,6-8千/月,民营公司,大专 | 3-4年,广州快慢品牌管理有限公司
https://msearch.51job.com/jobs/guangzhou/128941674.html?jobtype=0_0&rc=03,产业空间分析师（数据专员）,广州-白云区,4-8千/月,民营公司,本科 | 1年,广州市现代城市更新产业发展中心
https://msearch.51job.com/jobs/guangzhou/124773824.html?jobtype=0_0&rc=03,数据分析师,广州-海珠区,1.2-2万/月,民营公司,大专 | 3-4年,广东紫云平台数据服务有限公司
https://msearch.51job.com/jobs/guangzhou/131173391.html?jobtype=0_0&rc=03,新媒体数据分析师,广州-白云区,0.9-1.2万/月,民营公司,大专 | 3-4年,烟台海岸线网络科技有限公司
https://msearch.51job.com/jobs/guangzhou/129576967.html?jobtype=0_0&rc=03,数据分析师,广州-花都区,0.8-2万/月,民营公司,大专 | 2年,广州市兑正贸易有限公司
https://msearch.51job.com/jobs/guangzhou/119752450.html?jobtype=0_0&rc=03,商品数据分析师,广州-番禺区,0.5-1万/月,合资,大专 | 2年,城市日记（广州）有限公司
https://msearch.51job.com/jobs/guangzhou/131142671.html?jobtype=0_0&rc=03,数据分析师,广州-越秀区,15-30万/年,民营公司,本科 | 1年,广州市申迪计算机系统有限公司
https://msearch.51job.com/jobs/guangzhou/131717922.html?jobtype=0_0&rc=03,数据分析师,广州-天河区,1-1.5万/月,民营公司,本科 | 2年,深圳广讯信息技术有限公司
https://msearch.51job.com/jobs/guangzhou/122915318.html?jobtype=0_1&rc=03,数据分析师,佛山,1-1.5万/月,推广民营公司,本科 | 2年,广东伊丽汇美容科技有限公司
https://msearch.51job.com/jobs/kunming/130612388.html?jobtype=0_0&rc=03,贝壳数据分析xx,昆明-西山区,6-8千/月,上市公司,本科 | 1年,昆明贝壳房地产经纪有限公司
https://msearch.51job.com/jobs/yunnansheng/128553754.html?jobtype=0_0&rc=03,数据分析专员（南亚风情第壹城）,昆明-西山区,3-4.5千/月,民营公司,大专 | 1年,昆明诺仕达企业（集团）有限公司
https://msearch.51job.com/jobs/kunming/130950921.html?jobtype=0_0&rc=03,官方热线接听客服（六险一金+可包住宿+上三休一）,昆明-官渡区,4-8千/月,民营公司,中专 | 无需经验,广西泰盈信息技术有限公司
https://msearch.51job.com/jobs/kunming/130951260.html?jobtype=0_0&rc=03,移动电话客服（六险一金+可包住宿+上三休一）,昆明-官渡区,4-8千/月,民营公司,中专 | 无需经验,广西泰盈信息技术有限公司
https://msearch.51job.com/jobs/kunming/125871054.html?jobtype=0_0&rc=03,呼叫中心客服（六险一金+可包住宿+上三休一）,昆明-官渡区,4-8千/月,民营公司,中专 | 无需经验,广西泰盈信息技术有限公司
https://msearch.51job.com/jobs/kunming/130566336.html?jobtype=0_0&rc=03,经营经理,昆明-官渡区,1-1.5万/月,民营公司,本科 | 3-4年,深圳爱维艾夫医院管理有限公司
https://msearch.51job.com/jobs/kunming/117236276.html?jobtype=0_0&rc=03,昆明移动10086接线客服（纯接听）,昆明-官渡区,4-6.5千/月,民营公司,无需经验,四川馨枫叶科技有限公司云南分公司
https://msearch.51job.com/jobs/kunming/131821601.html?jobtype=0_0&rc=03,SEM专员,昆明-官渡区,0.8-1万/月,民营公司,1年,云南省国际旅行社有限公司和平分公司
https://msearch.51job.com/jobs/kunming/133476345.html?jobtype=0_0&rc=03,vivo-iQOO运营助理,昆明-西山区,6-8千/月,民营公司,本科 | 无需经验,云南轩宇科技有限公司
https://msearch.51job.com/jobs/kunming/125869683.html?jobtype=0_0&rc=03,咨询热线话务员（六险一金+可包住宿+上三休一）,昆明-官渡区,4-8千/月,民营公司,中专 | 无需经验,广西泰盈信息技术有限公司
https://msearch.51job.com/jobs/kunming/124751651.html?jobtype=0_0&rc=03,客服（六险一金+可包住宿+上三休一）,昆明-官渡区,4-8千/月,民营公司,高中 | 无需经验,广西泰盈信息技术有限公司
https://msearch.51job.com/jobs/kunming/130144110.html?jobtype=0_0&rc=03,移动接听客服（六险一金+可包住宿+上三休一）,昆明-官渡区,4-8千/月,民营公司,高中 | 无需经验,广西泰盈信息技术有限公司
https://msearch.51job.com/jobs/kunming/129426883.html?jobtype=0_0&rc=03,数据内勤,昆明-盘龙区,4.5-6千/月,民营公司,大专 | 1年,昆明团居客房地产经纪有限公司
https://msearch.51job.com/jobs/kunming/123487540.html?jobtype=0_0&rc=03,CRM专员,昆明-五华区,4.5-6千/月,上市公司,本科 | 1年,昆明七匹狼服装销售有限公司
https://msearch.51job.com/jobs/kunming/129978652.html?jobtype=0_0&rc=03,舆情监测专员,昆明-西山区,4.5-6千/月,民营公司,大专 | 1年,云南珞奇文化传播有限公司
https://msearch.51job.com/jobs/kunming/126882042.html?jobtype=0_0&rc=03,数据分析助理,昆明-盘龙区,3-4.5千/月,民营公司,本科 | 在校生/应届生,昆明泓拓商务信息咨询有限公司
https://msearch.51job.com/jobs/shenzhen/133270410.html?jobtype=0_0&rc=03,数据分析师助理、实习,深圳-南山区,6-8千/月,民营公司,本科 | 1年,深圳市信元欣科技有限公司
https://msearch.51job.com/jobs/shenzhen/133008117.html?jobtype=0_0&rc=03,数据分析师,深圳-南山区,0.8-1.5万/月,民营公司,大专 | 2年,深圳企域数字科技有限公司
https://msearch.51job.com/jobs/shenzhen/116631580.html?jobtype=0_0&rc=03,数据分析师,深圳-龙岗区,0.8-1.5万/月,民营公司,本科 | 2年,深圳市冠旭电子股份有限公司
https://msearch.51job.com/jobs/shenzhen/130887129.html?jobtype=0_0&rc=03,数据分析师,深圳-南山区,0.8-1.5万/月,上市公司,大专 | 2年,深圳鹏爱医院投资管理有限公司
https://msearch.51job.com/jobs/shenzhen/133364727.html?jobtype=0_0&rc=03,数据分析师,深圳-南山区,7-9千/月,民营公司,本科 | 3-4年,深圳深略智慧信息服务有限公司
https://msearch.51job.com/jobs/shenzhen/129652500.html?jobtype=0_0&rc=03,数据分析师,深圳-福田区,2-2.5万/月,民营公司,本科 | 3-4年,智慧银河
https://msearch.51job.com/jobs/shenzhen/131341425.html?jobtype=0_1&rc=03,电商-数据分析师 (MJ003981),广州,2.2-4万/月,推广民营公司,本科 | 3-4年,广州欢聚时代信息科技有限公司
https://msearch.51job.com/jobs/shenzhen/131920514.html?jobtype=0_0&rc=03,数据分析师,深圳-龙岗区,1.5-2.5万/月,民营公司,本科 | 2年,深圳海博欧科技有限公司
https://msearch.51job.com/jobs/shenzhen/129035902.html?jobtype=0_0&rc=03,数据分析师,深圳-坪山区,0.8-1万/月,民营公司,大专 | 1年,深圳市巴莫尔时尚珠宝有限公司
https://msearch.51job.com/jobs/shenzhen/132791889.html?jobtype=0_0&rc=03,数据分析师,深圳-宝安区,6-8千/月,民营公司,本科 | 1年,深圳市沁泽通达科技有限公司
https://msearch.51job.com/jobs/shenzhen/132695667.html?jobtype=0_0&rc=03,数据分析师,深圳-南山区,1-1.5万/月,民营公司,本科 | 2年,深圳前海移联科技有限公司
https://msearch.51job.com/jobs/shenzhen/131969702.html?jobtype=0_0&rc=03,数据分析师,深圳-南山区,1.3-2.2万/月,民营公司,本科 | 1年,深圳市乐易网络股份有限公司
https://msearch.51job.com/jobs/shenzhen/128479360.html?jobtype=0_0&rc=03,数据分析师,深圳,1.3-1.7万/月,民营公司,本科 | 3-4年,上海速强信息技术股份有限公司
https://msearch.51job.com/jobs/shenzhen/132445047.html?jobtype=0_0&rc=03,数据分析师,深圳-南山区,7-9千/月,民营公司,大专 | 1年,深圳市百途鸿科技有限公司
https://msearch.51job.com/jobs/shenzhen/131522849.html?jobtype=0_0&rc=03,数据分析师（高级）,深圳-宝安区,1.5-2万/月,民营公司,本科 | 1年,深圳市前海环娱网络科技有限公司
https://msearch.51job.com/jobs/shenzhen/133249437.html?jobtype=0_0&rc=03,电商数据分析师,深圳-福田区,1-1.5万/月,民营公司,大专 | 3-4年,深圳市松鼠视觉传媒有限公司
https://msearch.51job.com/jobs/shenzhen/130628982.html?jobtype=0_0&rc=03,数据分析师（SZY1212）,深圳-福田区,1-1.6万/月,民营公司,本科 | 3-4年,招银云创信息技术有限公司
https://msearch.51job.com/jobs/shenzhen/126585867.html?jobtype=0_0&rc=03,数据分析师,深圳,1-1.5万/月,国企,本科 | 2年,深圳怀新企业投资顾问股份有限公司
https://msearch.51job.com/jobs/shenzhen/130280819.html?jobtype=0_0&rc=03,数据分析师（急）,深圳-南山区,5-8千/月,上市公司,大专 | 1年,易居中国.广东区域深圳公司
https://msearch.51job.com/jobs/shenzhen/130522085.html?jobtype=0_0&rc=03,数据分析师,深圳-龙岗区,1-1.5万/月,合资,本科 | 3-4年,鑫荣懋果业科技集团股份有限公司
https://msearch.51job.com/jobs/shenzhen/118809926.html?jobtype=0_0&rc=03,数据分析师（用户方向）,深圳-福田区,1.3-2万/月,民营公司,本科 | 2年,深圳华秋电子有限公司
https://msearch.51job.com/jobs/shenzhen/128495821.html?jobtype=0_0&rc=03,数据分析师,深圳-南山区,1.5-2.5万/月,上市公司,本科 | 3-4年,深圳市云中鹤科技股份有限公司
https://msearch.51job.com/jobs/shenzhen/127605671.html?jobtype=0_0&rc=03,数据分析师,深圳,0.8-1.5万/月,民营公司,本科 | 2年,深圳市天泰网络技术有限公司
https://msearch.51job.com/jobs/shenzhen/133643704.html?jobtype=0_0&rc=03,数据分析师（风控）,深圳-罗湖区,1-1.5万/月,外资（非欧美）,本科 | 2年,深圳华策辉弘科技有限公司
https://msearch.51job.com/jobs/shenzhen/133043017.html?jobtype=0_0&rc=03,数据分析师,深圳-南山区,1-1.5万/月,民营公司,大专 | 2年,深圳市云动创想科技有限公司
https://msearch.51job.com/jobs/shenzhen/127540972.html?jobtype=0_0&rc=03,数据分析师,深圳-龙华区,0.6-1万/月,上市公司,大专 | 3-4年,稳健医疗用品股份有限公司
https://msearch.51job.com/jobs/shenzhen/125094176.html?jobtype=0_0&rc=03,数据分析师（跨境电商）,深圳-龙华区,1.6-2.5万/月,民营公司,本科 | 2年,深圳市唛壳科技有限公司
https://msearch.51job.com/jobs/shenzhen/125411687.html?jobtype=0_0&rc=03,数据分析师,深圳-龙华区,1-1.5万/月,民营公司,本科 | 3-4年,吉步思（深圳）科技有限公司
https://msearch.51job.com/jobs/shenzhen/129754470.html?jobtype=0_0&rc=03,数据分析师,深圳-南山区,1.5-2.5万/月,民营公司,本科 | 5-7年,深圳罗马仕科技有限公司
https://msearch.51job.com/jobs/shenzhen/132339552.html?jobtype=0_0&rc=03,数据分析师,深圳-福田区,1-1.8万/月,民营公司,本科 | 3-4年,深圳市易思博酷客科技有限公司
https://msearch.51job.com/jobs/shenzhen/130899813.html?jobtype=0_0&rc=03,网站数据分析师,深圳-南山区,1-1.5万/月,民营公司,本科 | 1年,深圳麦风科技有限公司
https://msearch.51job.com/jobs/shenzhen/129692439.html?jobtype=0_0&rc=03,数据分析师-影像,深圳-龙华区,0.8-1万/月,民营公司,本科 | 1年,购乐贸易（深圳）有限公司
https://msearch.51job.com/jobs/shenzhen/132476181.html?jobtype=0_0&rc=03,数据分析师,深圳-南山区,0.8-1.5万/月,上市公司,本科 | 2年,慧择网
https://msearch.51job.com/jobs/shenzhen/132513031.html?jobtype=0_0&rc=03,数据统计分析师助理,深圳-南山区,4.5-6千/月,民营公司,大专 | 1年,深圳柯创信息技术有限公司
https://msearch.51job.com/jobs/shenzhen/131011597.html?jobtype=0_0&rc=03,数据分析师,深圳-福田区,6-9千/月,上市公司,大专 | 1年,深圳雁扬科技服务有限公司
https://msearch.51job.com/jobs/shenzhen/126551647.html?jobtype=0_0&rc=03,数据分析师,深圳-福田区,1.5-2万/月,外资（非欧美）,本科 | 1年,笔克展览服务（深圳）有限公司
https://msearch.51job.com/jobs/shenzhen/131619422.html?jobtype=0_0&rc=03,监察数据分析师,深圳-罗湖区,0.8-1.5万/月,上市公司,本科 | 2年,深圳市顺电连锁股份有限公司
https://msearch.51job.com/jobs/shenzhen/133280289.html?jobtype=0_0&rc=03,数据分析师助理、实习,深圳-龙华区,5-7千/月,民营公司,本科 | 1年,深圳云驰科技有限公司
https://msearch.51job.com/jobs/shenzhen/132813092.html?jobtype=0_0&rc=03,数据分析师-HDQX,深圳-南山区,1.5-3万/月,民营公司,本科 | 3-4年,深圳瀚德金融科技控股有限公司
https://msearch.51job.com/jobs/shenzhen/131288234.html?jobtype=0_0&rc=03,数据分析师,深圳-龙岗区,1.5-2万/月,民营公司,本科 | 3-4年,广东启悦未来科技股份有限公司
https://msearch.51job.com/jobs/shenzhen/133403795.html?jobtype=0_0&rc=03,数据分析师,深圳-龙岗区,1.3-2.6万/月,民营公司,大专 | 5-7年,深圳市天上昀科技有限公司
https://msearch.51job.com/jobs/shenzhen/130009518.html?jobtype=0_0&rc=03,数据分析师/数据分析助理/双休,深圳-南山区,6-8千/月,民营公司,大专 | 无需经验,深圳市鸿伟互联网信息服务有限公司
https://msearch.51job.com/jobs/shenzhen/132024880.html?jobtype=0_0&rc=03,数据分析师,深圳-南山区,0.8-1万/月,民营公司,本科 | 1年,深圳市云端高科信息科技有限公司
https://msearch.51job.com/jobs/shenzhen/132801252.html?jobtype=0_0&rc=03,高级数据分析师,深圳-福田区,1-2万/月,民营公司,硕士 | 1年,深圳市世联土地房地产评估有限公司
https://msearch.51job.com/jobs/shenzhen/133354922.html?jobtype=0_0&rc=03,资深业务数据分析师 (MJ004128),深圳-南山区,1.2-2.2万/月,民营公司,本科 | 3-4年,SHEIN
https://msearch.51job.com/jobs/shenzhen/132301830.html?jobtype=0_0&rc=03,数据分析师,深圳-南山区,0.8-1.2万/月,民营公司,大专 | 2年,极兔国际物流有限公司
https://msearch.51job.com/jobs/shenzhen/133051129.html?jobtype=0_0&rc=03,数据分析师,深圳-福田区,1-1.5万/月,民营公司,大专 | 3-4年,深圳市誉托科技有限公司
https://msearch.51job.com/jobs/shenzhen/129873291.html?jobtype=0_0&rc=03,数据分析师,深圳-龙岗区,0.8-1.5万/月,民营公司,本科 | 3-4年,深圳市京华达物流有限公司
https://msearch.51job.com/jobs/shenzhen/131743217.html?jobtype=0_0&rc=03,数据分析师,深圳-南山区,0.8-1.2万/月,上市公司,本科 | 3-4年,深圳世联行集团股份有限公司
https://msearch.51job.com/jobs/shenzhen/133205139.html?jobtype=0_0&rc=03,数据分析师,深圳-福田区,1-1.5万/月,外资（非欧美）,本科 | 2年,盛业商业保理有限公司
https://msearch.51job.com/jobs/hangzhou/133225777.html?jobtype=0_0&rc=03,数据分析师 (MJ000135),杭州-西湖区,1.2-1.8万/月,民营公司,本科 | 2年,杭州米加健康集团有限公司
https://msearch.51job.com/jobs/hangzhou/129876424.html?jobtype=0_0&rc=03,数据分析师,杭州-滨江区,1.3-2.5万/月,民营公司,本科 | 3-4年,正泰集团股份有限公司
https://msearch.51job.com/jobs/hangzhou/131663913.html?jobtype=0_0&rc=03,数据分析师,杭州-拱墅区,1-1.2万/月,民营公司,本科 | 3-4年,杭州伊植美化妆品有限公司
https://msearch.51job.com/jobs/hangzhou/128521399.html?jobtype=0_0&rc=03,数据分析师,杭州,0.8-1.5万/月,民营公司,本科 | 3-4年,杭州珪联人力资源服务有限公司
https://msearch.51job.com/jobs/hangzhou/131416402.html?jobtype=0_0&rc=03,数据分析岗-高级数据分析师,杭州-余杭区,15-20万/年,上市公司,本科 | 3-4年,杭州中为光电技术有限公司
https://msearch.51job.com/jobs/hangzhou/130910366.html?jobtype=0_0&rc=03,数据分析师,杭州-上城区,4.5-6千/月,民营公司,大专 | 无需经验,杭州炎回电子商务有限公司
https://msearch.51job.com/jobs/hangzhou/130928406.html?jobtype=0_0&rc=03,大数据分析师,杭州,1.5-2.5万/月,民营公司,本科 | 3-4年,杭州古珀医疗科技有限公司
https://msearch.51job.com/jobs/hangzhou/129414668.html?jobtype=0_0&rc=03,数据分析师,杭州-萧山区,2-2.5万/月,民营公司,本科 | 3-4年,霸符（杭州）科技有限公司
https://msearch.51job.com/jobs/hangzhou/133087916.html?jobtype=0_0&rc=03,高级大数据分析师(J10433),杭州-余杭区,25-45万/年,国企,本科 | 3-4年,中移（杭州）信息技术有限公司
https://msearch.51job.com/jobs/hangzhou/123822824.html?jobtype=0_0&rc=03,数据分析师(J11220),杭州,1-1.5万/月,合资,本科 | 3-4年,微医控股（浙江）有限公司
https://msearch.51job.com/jobs/hangzhou/128544608.html?jobtype=0_0&rc=03,营销数据分析师（英文）,杭州-西湖区,1.2-2.2万/月,外资（欧美）,本科 | 3-4年,客迈软件（杭州）有限公司长沙分公司
https://msearch.51job.com/jobs/zhejiangsheng/125546155.html?jobtype=0_0&rc=03,商业数据分析师 (MJ000078),杭州-余杭区,1-1.5万/月,民营公司,本科 | 2年,浙江森马电子商务有限公司
https://msearch.51job.com/jobs/hangzhou/130919019.html?jobtype=0_0&rc=03,亚马逊数据分析师,杭州-滨江区,5-8千/月,民营公司,本科 | 2年,杭州网先网络科技有限公司
https://msearch.51job.com/jobs/hangzhou/132303323.html?jobtype=0_0&rc=03,数据分析师,杭州-西湖区,1.5-2.5万/月,民营公司,大专 | 1年,上海燃声信息科技有限公司
https://msearch.51job.com/jobs/hangzhou/125983556.html?jobtype=0_0&rc=03,高级数据建模分析师,杭州-上城区,1.5-2.5万/月,民营公司,硕士 | 5-7年,杭州长根堂医疗投资管理有限公司
https://msearch.51job.com/jobs/hangzhou/131596336.html?jobtype=0_1&rc=03,高级数据分析师,绍兴,1-1.5万/月,推广民营公司,本科 | 3-4年,浙江晶盛机电股份有限公司杭州分公司
https://msearch.51job.com/jobs/hangzhou/132292362.html?jobtype=0_0&rc=03,数据分析师,杭州-上城区,1-1.5万/月,民营公司,大专 | 3-4年,联合永道（上海）信息技术有限公司
https://msearch.51job.com/jobs/hangzhou/132614926.html?jobtype=0_0&rc=03,数据分析师,杭州-余杭区,0.9-1万/月,国企,大专 | 3-4年,深圳特发商务有限公司
https://msearch.51job.com/jobs/hangzhou/129178753.html?jobtype=0_0&rc=03,高级数据分析师,杭州-西湖区,1-1.5万/月,上市公司,本科 | 2年,珀莱雅化妆品股份有限公司
https://msearch.51job.com/jobs/hangzhou/131452678.html?jobtype=0_0&rc=03,高级数据分析师,杭州-余杭区,1-1.5万/月,民营公司,大专 | 2年,杭州知买科技有限公司
https://msearch.51job.com/jobs/hangzhou/131544068.html?jobtype=0_0&rc=03,数据分析师,杭州,1.5-2.5万/月,民营公司,本科 | 3-4年,杭州微易信息科技有限公司
https://msearch.51job.com/jobs/hangzhou/66803022.html?jobtype=0_0&rc=03,数据分析师,杭州-西湖区,5-8千/月,民营公司,本科 | 无需经验,杭州火奴数据科技有限公司
